data;instytucja;fundusz;DATA_fundusz;typ_aktywa;emitent;isin;waluta;liczba_sztuk;wartosc_nominalna;wartosc_wg_ceny_nabycia;wartosc_wg_wyceny;udzial_proc_aktywa;termin_wykupu;rodzaj_oprocentowania;oprocentowanie;rodzaj_rynku;rynek;nazwa_instrumentu;typ_instrumentu;poziom_hierarchii;TYP_aktywo_std
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2030;2030;Akcje;;PLVIGOS00015;PLN;0;0;0;30;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2030;2030;Akcje;;DE000VTSC025;PLN;0;0;0;303;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2030;2030;Akcje;;PLVOXEL00014;PLN;0;0;0;766;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2030;2030;Akcje;;PLWRTPL00027;PLN;0;0;0;299;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2030;2030;Akcje;;PLWTCHN00030;PLN;0;0;0;33;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2030;2030;Akcje;;PLXTRDM00011;PLN;0;0;0;1230;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2040;2040;Akcje;11BIT;PL11BTS00015;PLN;0;0;0;1510;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2040;2040;Akcje;Adobe Systems Inc;US00724F1012;PLN;0;0;0;1069;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2040;2040;Akcje;Advanced Micro Devices Inc;US0079031078;PLN;0;0;0;931;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2040;2040;Akcje;Allegro.eu SA;LU2237380790;PLN;0;0;0;6860;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2040;2040;Akcje;Alphabet Inc;US02079K3059;PLN;0;0;0;1842;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2040;2040;Akcje;Amazon.com Inc;US0231351067;PLN;0;0;0;3312;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2040;2040;Akcje;Apple Inc;US0378331005;PLN;0;0;0;1863;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2040;2040;Akcje;Archicom SA;PLARHCM00016;PLN;0;0;0;3471;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2040;2040;Akcje;Array Technologies Inc;US04271T1007;PLN;0;0;0;1950;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2040;2040;Akcje;ASML Holding NV;NL0010273215;PLN;0;0;0;2795;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2040;2040;Akcje;AUTOPARTN;PLATPRT00018;PLN;0;0;0;6487;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2040;2040;Akcje;Axon Enterprise Inc;US05464C1018;PLN;0;0;0;925;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2040;2040;Akcje;BENEFIT;PLBNFTS00018;PLN;0;0;0;6371;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2040;2040;Akcje;Bioceltix SA;PLBCLTX00019;PLN;0;0;0;1783;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2040;2040;Akcje;Captor Therapeutics;PLCPTRT00014;PLN;0;0;0;2670;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2040;2040;Akcje;CDPROJEKT;PLOPTTC00011;PLN;0;0;0;2926;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2040;2040;Akcje;CREOTECH;PLCRTCH00017;PLN;0;0;0;1404;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2040;2040;Akcje;Crowdstrike Holdings Inc;US22788C1053;PLN;0;0;0;1301;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2040;2040;Akcje;cyber_Folks S.A.;PLR220000018;PLN;0;0;0;1195;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2040;2040;Akcje;;US2358511028;PLN;0;0;0;355;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2040;2040;Akcje;;US2441991054;PLN;0;0;0;495;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2040;2040;Akcje;DexCom Inc;US2521311074;PLN;0;0;0;1108;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2040;2040;Akcje;DINOPL;PLDINPL00011;PLN;0;0;0;6562;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2040;2040;Akcje;;PLDMDVL00012;PLN;0;0;0;400;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2040;2040;Akcje;ERSTE GROUP BANK;AT0000652011;PLN;0;0;0;1591;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2040;2040;Akcje;GRENEVIA;PLFAMUR00012;PLN;0;0;0;1809;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2040;2040;Akcje;INGBSK;PLBSK0000017;PLN;0;0;0;756;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2040;2040;Akcje;InPost SA;LU2290522684;PLN;0;0;0;6717;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2040;2040;Akcje;INTERCARS;PLINTCS00010;PLN;0;0;0;1478;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2040;2040;Akcje;Intuitive Surgical Inc;US46120E6023;PLN;0;0;0;1195;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2040;2040;Akcje;Jeronimo Martins SGPS SA;PTJMT0AE0001;PLN;0;0;0;1250;;;;;;;Akcje;;akcje
