COMPANY;TICKER;Allianz Polska TFI S.A.;BNP Paribas TFI S.A.;ESALIENS TFI S.A.;Erste;Generali Investments TFI S.A.;ING;Investors TFI S.A.;PFR TFI S.A.;PKO TFI S.A.;PZU TFI S.A.;Pekao TFI S.A.;UNIQA TFI S.A.;TOTAL;Allianz Polska TFI S.A._pct;BNP Paribas TFI S.A._pct;ESALIENS TFI S.A._pct;Erste_pct;Generali Investments TFI S.A._pct;ING_pct;Investors TFI S.A._pct;PFR TFI S.A._pct;PKO TFI S.A._pct;PZU TFI S.A._pct;Pekao TFI S.A._pct;UNIQA TFI S.A._pct;TOTAL_pct
11 BIT STUDIOS SA;11B PW Equity;0;0;0;0;0;-10290;0;0;0;0;0;0;-10290;;0;;;;-1;;;0;;;;-0.4035768913989881
AB S.A.;ABE PW Equity;0;3704;0;7341;26713;36223;20269;13736;81958;0;0;44825;234769;;1.4323279195668985;;0.3627334716869255;;1.5053401487761295;;6.309600367478181;0.3374062394506516;;;;0.8040860362365996
AC S.A.;ACG PW Equity;0;-90;0;0;0;0;0;0;0;0;0;0;-90;;-1;;;;;;;;;;;-1
ADOBE INC.;ADBE US Equity;0;0;0;1483;0;0;0;0;0;0;0;0;1483;;;;1.5399792315680165;0;;;;;;;;0.7133237133237134
ADVANCED MICRO DEVICES INC;AMD US Equity;0;0;0;-1433;-2132;0;108;0;0;0;-6874;0;-10331;;;;-0.3607754279959718;-1;;0.11344537815126055;;;;-1;;-0.7416367552045944
AGNICO EAGLE MINES LTD;AEM CN Equity;0;0;0;0;0;0;-5407;0;0;0;0;0;-5407;;;;;;;-0.7739765244775265;;;;;;-0.7739765244775265
AGORA S.A.;AGO PW Equity;0;0;0;0;0;-4142;0;0;-2018;0;0;0;-6160;;;;;;-0.028143557965401467;;;-1;0;;;-0.005747249763718987
AILLERON S.A.;ALL PW Equity;0;5645;0;0;0;0;0;0;0;0;0;0;5645;;0.9783362218370884;;;;;;;;;;;0.9783362218370884
AIR LIQUIDE SA;AI FP Equity;0;0;0;0;0;0;-718;0;0;0;0;0;-718;;;;;;;-0.7341513292433538;;;;;;-0.7341513292433538
ALAMOS GOLD INC-CLASS A;AGI CN Equity;0;0;0;0;0;0;-9588;0;0;0;0;0;-9588;;;;;;;-1;;;;;;-1
ALBEMARLE CORP;ALB US Equity;0;0;0;-695;0;18936;0;0;0;0;0;0;18241;;;;-0.10849203871370594;;;;;;;;;2.84748673118951
ALCOA CORP;AA US Equity;0;0;0;0;0;0;0;4563;0;0;0;0;4563;;;;;;;;;;;;;
ALIOR BANK S.A.;ALR PW Equity;316608;14532;2625;47950;13807;27960;16400;7164;-198989;0;236839;7085;491981;1.513972571297412;0.35204341190435805;0.012656702025072297;0.5307197644688928;0.19141827256342726;0.08807519782269036;0.19423685052053095;0.27798688448255792;-0.1680817851779147;0;0.9682904392976144;0.12206677922883436;0.14097054518738927
ALLEGRO.EU SOCIETE ANONYME;ALE PW Equity;1138531;191185;345229;277061;113270;1018017;352559;142676;2689052;0;911622;880578;8059780;0.4569888286633572;1.0187025442919943;0.4292787802145468;0.716758893485139;0.2752505370386571;0.697751741608613;0.7155071640215935;1.0869310174075343;0.5728783459155351;0;0.8005455099490581;2.5709405801840524;0.4195327932386541
ALLIANZ SE;ALV GR Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;;;;0
ALPHABET INC.;GOOGL US Equity;0;0;112;-1588;0;0;16569;0;0;0;-12475;0;2618;;;0.018282729350310056;-0.28535489667565137;;;4.584670724958495;;;;-1;;0.09424046076313886
AMAZON.COM, INC.;AMZN US Equity;-11236;0;6547;4249;0;0;890;0;0;0;0;0;450;-0.51505844602337845;;1.0675036686776455;0.5861498137674162;;;0.28589784773530358;0;;;;;0.011146891255882974
AMBRA SA;AMB PW Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;0
AMGEN INC.;AMGN US Equity;0;0;0;0;0;0;0;-1207;0;0;0;0;-1207;;;;;;;;-1;;;;;-1
AMICA SA;AMC PW Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0;;0
AMREST HOLDINGS SE;EAT PW Equity;0;0;0;0;0;0;0;0;1982;0;0;0;1982;;0;;;0;;;;0.002994731267442097;;0;;0.0026631981489295686
AMS AG;AMS SW Equity;0;0;0;-37430;0;0;0;0;0;0;0;0;-37430;;;;-1;;;;;;;;;-1
ANSWEAR.COM S.A.;ANR PW Equity;-250000;-8766;-170240;70160;0;-101728;0;0;0;0;0;0;-460574;-1;-1;-0.5478023869819706;1.2837120796282068;;-1;;;0;;;;-0.4146894425596589
APATOR S.A.;APT PW Equity;0;-1300;0;0;0;-2728;0;0;0;0;0;0;-4028;;-1;;;;-0.015153114220486708;;;0;;;;-0.013433338558150543
APPLE INC.;AAPL US Equity;0;0;0;0;0;0;695;-1193;0;0;0;0;-498;;;;;;;0.5909863945578231;-1;;;;;-0.21021528070915995
APPLIED MATERIALS INC;AMAT US Equity;0;0;0;0;0;0;155;0;0;0;0;0;155;;;;;;;;;;;;;
ARCHICOM S.A.;ARH PW Equity;0;146;0;0;0;-4430;0;0;0;0;0;38875;34591;;0.008678594780954674;;;;-0.02246028889102958;;;;0;0;0.6933915990368322;0.02124460685716034
ARCTIC PAPER S.A.;ATC PW Equity;0;-23790;0;-10580;0;-67;0;0;0;0;0;0;-34437;;-1;;-0.1747806981315977;;-0.00170068027210879;;;0;;;;-0.04881052947879871
ARLEN S.A.;ARL PW Equity;35229;0;-26887;0;-34741;-17852;0;0;0;0;0;0;-44251;0.2635480878568437;;-0.788012895662368;;-1;-0.15080250042236864;;;;0;;;-0.04091983869163041
ARTIFEX MUNDI S.A.;ART PW Equity;0;0;0;86357;0;0;0;0;0;0;0;0;86357;;0;;;;;;;;;;;6.642846153846154
ASBISC ENTERPRISES PLC;ASB PW Equity;0;-20158;0;0;0;199058;0;7506;0;0;0;0;186406;0;-0.50602470127522835;;;;;;;;;;;0.6990583267392454
ASML HOLDING N.V.;ASML NA Equity;-4215;0;0;-665;-849;0;70;0;0;0;0;0;-5659;-0.7396034391998596;;;-1;-1;;;;;;;;-0.7845556633855539
ASSECO BUSINESS SOLUTIONS S.A.;ABS PW Equity;0;0;0;0;0;-1193;0;0;-127852;0;0;0;-129045;;;;;;-0.030510728625866346;0;;-1;;;;-0.7677731039940028
ASSECO POLAND S.A.;ACP PW Equity;80132;5906;0;0;-856;25608;-2581;-1292;108571;0;0;-18209;197279;;0.42005689900426745;;;-0.06229078736719551;0.20504279731926232;-0.18800990675990683;-0.17583015786608602;0.3270811805783593;0;;-0.5695830335637648;0.30937475496730293
ASSECO SOUTH EASTERN EUROPE S.A.;ASE PW Equity;0;4700;0;33333;0;-56500;2738;7732;0;0;0;16298;8301;;0.8711770157553289;;;0;-1;0.1603138357046665;;0;0;0;0.28349771260588973;0.017253455991320221
ASTARTA HOLDING PLC;AST PW Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;0
ATAL S.A.;1AT PW Equity;137248;0;0;-12994;0;-507;0;0;0;0;0;45138;168885;;0;;-1;;-0.023005717397223013;;;;;0;2.0736895300225112;1.7452386611414812
ATENDE S.A.;ATD PW Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;0
ATM GRUPA SA;ATG PW Equity;0;-857;0;0;0;0;0;0;0;0;0;0;-857;;-0.015406187642691527;;;;;;;0;;;;-0.0002468816428662368
AUTO PARTNER S.A.;APR PW Equity;547841;28352;-38500;0;2996;196644;12380;-10153;48150;0;0;69132;856842;;0.62133198921785635;-1;;0.01938167538928326;0.5046410946670397;0.12248572813708902;-1;0.09437124058492529;0;;0.8046370334159711;0.3420501002188008
Airbus Group NV;AIR FP Equity;0;0;0;0;0;0;0;0;0;0;19119;0;19119;;;;;;;;;;;;;
Aixtron SE;AIXA GR Equity;0;0;0;0;0;0;0;0;0;0;-138095;0;-138095;;;;;;;;;;;-1;;-1
Analog Devices, Inc.;ADI US Equity;0;0;0;0;-2361;0;0;0;0;0;0;0;-2361;;;;;-1;;;;;;;;-1
BABCOCK INTERNATIONAL GROUP PLC;BAB LN Equity;0;0;0;0;0;0;-5442;0;0;0;0;0;-5442;;;;;;;-0.29187449718423174;;;;;;-0.29187449718423174
BANCA TRANSILVANIA SA;TLV RO Equity;0;0;0;0;0;-320154;0;0;0;0;0;0;-320154;;;;;;-0.7075539250353606;;;;;;;-0.7075539250353606
BANCO SANTANDER SA;SAN SM Equity;0;0;0;0;0;0;24833;0;0;0;0;0;24833;;;0;;;;0.6616134704534555;;;;;;0.31823307788912537
BANK HANDLOWY W WARSZAWIE S.A.;BHW PW Equity;0;-3375;0;0;0;-7970;0;546;1654;0;0;0;-9145;;-0.35064935064935064;;;0;-1;;0.05865921787709505;0.005696318057052618;;;;-0.02820345966550608
BANK MILLENNIUM S.A.;MIL PW Equity;-348505;-183688;0;-194676;0;344980;36689;124390;-107866;0;-23792;40943;-311525;-0.9985816618911176;-0.6573150308460845;;-1;0;0.6071400286868296;0.0861407920285313;2.4872528043830354;-0.019828297888806357;0;-0.4083201757396856;0.6170389124996232;-0.02879764194434209
BANK OF AMERICA CORP;BAC US Equity;0;0;0;0;0;0;985;-6786;0;0;0;0;-5801;;;;;;;0.1383426966292134;-1;;;;;-0.4171580612685172
BANK OF NEW YORK MELLON CORP;BK US Equity;0;0;0;0;0;0;2096;0;0;0;0;0;2096;;;;;;;;;;;;;
BANK POLSKA KASA OPIEKI S.A.;PEO PW Equity;-11013;3934;3261;-8041;1980;138002;9406;2292;-312947;0;42462;12555;-118109;-0.01736710138299713;0.06547827100081549;0.033775245986535474;-0.06916394288663341;0.017016595477710839;0.37150740985018786;0.07146981946386233;0.0443704506736875;-0.17589187506077163;0;0.15538876466993345;0.1243377073533052;-0.02301966989073412
BARCLAYS PLC;BARC LN Equity;0;0;0;0;0;203140;0;0;0;0;0;0;203140;;;;;;;;;;;;;
BARRICK MINING CORP;ABX CN Equity;0;0;0;-6274;0;0;-5223;-7788;0;0;-53470;0;-72755;;;;-0.27828786870703038;;;-0.6573945877910636;-0.3943291139240507;;;-1;;-0.7015234789316362
BEFESA SA;BFSA GR Equity;0;0;0;0;0;-71801;0;0;0;0;0;0;-71801;;;;;;-1;;;;;;;-1
BENEFIT SYSTEMS S.A.;BFT PW Equity;42;1081;-2716;2109;811;3260;-217;187;15765;0;2823;2806;25951;0.0027699004154850826;0.8451915559030492;-0.3185550082101807;0.834916864608076;0.30385912326714127;0.3777520278099653;-0.006210469076443181;0.1601027397260273;0.8771490569187115;0;0.33172737955346655;1.5826283135927807;0.1693763665437458
BHP Group Limited;BHP AU Equity;0;0;0;0;0;0;0;0;0;0;-216776;0;-216776;;;;;;;;;;;-1;;-1
BLOOM ENERGY CORP;BE US Equity;0;0;0;0;0;0;427;0;0;0;0;0;427;;;;;;;;;;;;;
BNP PARIBAS;BNP FP Equity;0;0;0;0;0;0;-1235;0;0;0;0;0;-1235;;;;;;;-0.4597915115413254;;;;;;-0.4597915115413254
BNP PARIBAS BANK POLSKA S.A.;BNPPPL PW Equity;101300;0;0;9043;14486;104060;18065;16120;-257;0;10855;119943;393615;;;;0.4182120889793275;0.6110947057582787;10.6118702834999;0.8789898793304789;;-0.0009131576422767296;0;0.28133423180593;23.20878482972136;0.52535165587574625
BOSTON SCIENTIFIC CORP;BSX US Equity;0;0;0;0;0;0;-928;0;0;0;0;0;-928;;;;;;;-1;;;;;;-1
BROADCOM INC;AVGO US Equity;0;0;0;9132;0;0;899;767;0;0;0;0;10798;;;;;;;5.288235294117646;;;;;;63.51764705882353
BUDIMEX S.A.;BDX PW Equity;3025;-1721;0;0;909;4477;1715;5232;-10542;0;0;1392;4487;0.07438829460223784;-0.3109866281170943;;;0.24836065573770494;0.2265115102453832;0.14676936243046645;3.386407766990291;-0.09158037389672668;0;;0.21441774491682075;0.014921749772199622
BUMECH S.A.;BMC PW Equity;0;-1259;0;0;0;0;0;0;0;0;0;0;-1259;;-1;;;;;;;;;;;-1
Bioceltix SA;BCX PW Equity;0;0;0;0;10174;-7604;0;0;0;0;0;0;2570;;;;;;-0.27980571092140128;;;;0;;;0.007944555043092327
Booking Holdings Inc;BKNG US Equity;0;0;3168;0;0;0;0;0;0;0;32271;0;35439;;;24;;;;;;;;;;268.47727272727276
CAPSTONE COPPER CORP;CS CN Equity;0;0;0;133595;0;0;0;0;0;0;0;0;133595;;;;;;;;;;;;;
CAPTOR THERAPEUTICS S.A.;CTX PW Equity;-20100;0;0;0;0;706;0;21029;0;0;0;3844;5479;-0.15549091809264471;;;;;0.16071022080582754;;10.085851318944843;;;;;0.040362146950922995
CARNIVAL CORP;CCL US Equity;0;0;0;0;0;0;-1376;0;0;0;0;0;-1376;;;;;;;-1;;;;;;-1
CATERPILLAR INC;CAT US Equity;0;0;0;0;0;0;179;0;0;0;0;0;179;;;;;;;0.4114942528735632;;;;;;0.4114942528735632
CD PROJEKT S.A.;CDR PW Equity;-105589;12418;0;38261;10424;-38647;13078;321;37457;0;0;5612;-26665;-0.3853908511236263;0.520605374586006;0;3.105348591835078;0.4581978021978021;-0.17342936636151496;0.29106204931897082;0.01220996576645117;0.072094665991727425;0;0;0.1368179823492126;-0.015737022636761355
CELESTICA INC;CLS CN Equity;0;0;0;0;0;0;163;0;0;0;0;0;163;;;;;;;;;;;;;
CELON PHARMA S.A.;CLN PW Equity;0;0;0;0;0;-2501;0;0;0;0;0;0;-2501;0;0;;;;-0.02897761505306573;;;;;0;;-0.005554025724843648
CHEMRING GROUP PLC;CHG LN Equity;0;0;0;0;0;0;-10654;0;0;0;0;0;-10654;;;;;;;-0.2921785870996051;;;;;;-0.2921785870996051
CHENIERE ENERGY INC;LNG US Equity;0;0;0;0;0;0;-562;0;0;0;0;0;-562;;;;;;;-0.45877551020408156;;;;;;-0.45877551020408156
CHEVRON CORP;CVX US Equity;0;0;0;0;0;0;1054;0;0;0;0;0;1054;;;;;;;;;;;;;
CHEWY INC;CHWY US Equity;0;0;0;0;0;0;-2918;0;0;0;0;0;-2918;;;;;;;-1;;;;;;-1
CIENA CORP;CIEN US Equity;0;0;0;0;0;0;296;0;0;0;0;0;296;;;;;;;;;;;;;
CITIGROUP INC.;C US Equity;0;0;0;0;0;0;2216;0;0;0;0;0;2216;;;;;;;;;0;;;;0.27699999999999992
CITIZENS FINANCIAL GROUP;CFG US Equity;0;0;0;0;0;0;1236;0;0;0;0;0;1236;;;;;;;;;;;;;
CLEAN HARBORS INC.;CLH US Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;;;;0
CLOUDFLARE INC;NET US Equity;0;0;0;0;0;0;299;0;0;0;0;0;299;;;;;;;1.0239726027397262;;;;;;1.0239726027397262
COCA-COLA CO/THE;KO US Equity;0;0;0;0;0;0;-1727;0;0;0;0;0;-1727;;;;;;;-0.328952380952381;;;;;;-0.328952380952381
COEUR MINING INC;CDE US Equity;0;0;0;0;0;0;-29702;0;0;0;0;0;-29702;;;;;;;-0.9122516047790165;;;;;;-0.9122516047790165
COGNOR HOLDING S.A.;COG PW Equity;0;0;-32000;225000;0;463535;0;0;0;0;0;0;656535;;;-0.07276183459870711;;;1.459433335537273;;;;;;;0.8668227260484498
COHERENT CORP;COHR US Equity;0;0;-1862;0;0;0;284;0;0;0;0;0;-1578;;;-0.18827098078867543;;;;;;;;;;-0.15955510616784629
COMMERZBANK AG;CBK GR Equity;0;0;0;0;0;-19024;2583;0;0;0;0;0;-16441;;;;;;-1;0.33831041257367374;;;;;;-0.61671480550658316
COMP S.A.;CMP PW Equity;61721;6872;0;0;17777;67733;7362;0;0;0;0;0;161465;3.980715898097388;4;;;3.873828720854217;;;;;0;;;6.428258619316825
